"functional_classification","t_volume","t_sample_count","t_volume_corrected","state","start_time"
"Major Collector","11018","1440","11018","CO","2023-04-01"
"Minor Collector","4300","1440","4300","CO","2023-04-01"
"Principal Arterial - Other","11296","1440","11296","CO","2023-04-01"
"Local","15557","1488","15557","CO","2023-05-01"
"Major Collector","11402","1436","11402","CO","2023-05-01"
"Minor Collector","4120","1434","4120","CO","2023-05-01"
"Principal Arterial - Other","10500","1488","10500","CO","2023-05-01"
"Local","14882","1416","14882","CO","2023-06-01"
"Major Collector","10632","1366","10632","CO","2023-06-01"
"Minor Collector","3402","1389","3402","CO","2023-06-01"
"Principal Arterial - Other","9094","1416","9094","CO","2023-06-01"
"Local","17262","1437","17262","CO","2023-07-01"
"Major Collector","13244","1432","13244","CO","2023-07-01"
"Minor Collector","5181","1434","5181","CO","2023-07-01"
"Principal Arterial - Other","12214","1430","12214","CO","2023-07-01"
"Local","20242","1488","20242","CO","2023-08-01"
"Major Collector","15058","1436","15058","CO","2023-08-01"
"Minor Collector","5849","1380","5849","CO","2023-08-01"
"Principal Arterial - Other","15109","1432","15109","CO","2023-08-01"
"Local","23485","1440","23485","CO","2023-09-01"
"Major Collector","21188","1414","21188","CO","2023-09-01"
"Minor Collector","7716","1386","7716","CO","2023-09-01"
"Principal Arterial - Other","23155","1440","23155","CO","2023-09-01"
"Local","18133","1488","18133","CO","2023-10-01"
"Major Collector","15006","1330","15006","CO","2023-10-01"
"Minor Collector","5923","1434","5923","CO","2023-10-01"
"Principal Arterial - Other","19841","1488","19841","CO","2023-10-01"
"Local","11861","1438","11860","CO","2023-11-01"
"Major Collector","10262","1333","10258","CO","2023-11-01"
"Minor Collector","4675","1437","4675","CO","2023-11-01"
"Principal Arterial - Other","11688","1438","11685","CO","2023-11-01"
"Local","7631","1488","7631","CO","2023-12-01"
"Major Collector","6985","1436","6985","CO","2023-12-01"
"Minor Collector","3040","1488","3040","CO","2023-12-01"
"Principal Arterial - Other","7203","1488","7203","CO","2023-12-01"
"Local","6298","1488","6298","CO","2024-01-01"
"Major Collector","6768","1462","6768","CO","2024-01-01"
"Minor Collector","2621","1488","2621","CO","2024-01-01"
"Principal Arterial - Other","4312","1488","4312","CO","2024-01-01"
"Local","8079","1392","8079","CO","2024-02-01"
"Major Collector","8270","1392","8270","CO","2024-02-01"
"Minor Collector","3601","1392","3601","CO","2024-02-01"
"Principal Arterial - Other","2832","1392","2832","CO","2024-02-01"
"Local","3218","432","3218","CO","2024-03-01"
"Major Collector","3010","432","3010","CO","2024-03-01"
"Minor Collector","1302","432","1302","CO","2024-03-01"
"Principal Arterial - Other","1072","432","1072","CO","2024-03-01"
"Minor Arterial","1483","960","1483","DC","2014-09-01"
"Trail or Shared Use Path","2228","576","2228","DC","2014-09-01"
"Minor Arterial","23197","7568","23197","DC","2014-10-01"
"Trail or Shared Use Path","17744","5952","17744","DC","2014-10-01"
"Minor Arterial","38152","11488","38152","DC","2014-11-01"
"Trail or Shared Use Path","10439","5736","10439","DC","2014-11-01"
"Minor Arterial","27697","11904","27697","DC","2014-12-01"
"Trail or Shared Use Path","8351","5952","8351","DC","2014-12-01"
"Minor Arterial","22369","11904","22369","DC","2015-01-01"
"Trail or Shared Use Path","6446","5952","6446","DC","2015-01-01"
"Minor Arterial","18090","10752","18090","DC","2015-02-01"
"Trail or Shared Use Path","5142","5376","5142","DC","2015-02-01"
"Minor Arterial","32680","11888","32026","DC","2015-03-01"
"Trail or Shared Use Path","10435","5944","10191","DC","2015-03-01"
"Minor Arterial","54690","11520","54690","DC","2015-04-01"
"Trail or Shared Use Path","17831","5760","17831","DC","2015-04-01"
"Minor Arterial","63027","11904","63027","DC","2015-05-01"
"Trail or Shared Use Path","22495","5952","22495","DC","2015-05-01"
"Minor Arterial","57443","11520","57443","DC","2015-06-01"
"Trail or Shared Use Path","21019","5760","21019","DC","2015-06-01"
"Minor Arterial","60860","11904","60860","DC","2015-07-01"
"Trail or Shared Use Path","22797","5952","22797","DC","2015-07-01"
"Minor Arterial","61676","11904","61676","DC","2015-08-01"
"Trail or Shared Use Path","23096","5952","23096","DC","2015-08-01"
"Minor Arterial","61562","11520","61562","DC","2015-09-01"
"Trail or Shared Use Path","24040","5760","24040","DC","2015-09-01"
"Minor Arterial","54209","11904","54209","DC","2015-10-01"
"Trail or Shared Use Path","21063","5952","21063","DC","2015-10-01"
"Minor Arterial","43118","11488","43118","DC","2015-11-01"
"Trail or Shared Use Path","16197","5744","16197","DC","2015-11-01"
"Minor Arterial","34102","11904","34102","DC","2015-12-01"
"Trail or Shared Use Path","13326","5952","13326","DC","2015-12-01"
"Minor Arterial","21347","13042","21347","DC","2016-01-01"
"Trail or Shared Use Path","7205","5952","7205","DC","2016-01-01"
"Minor Arterial","25948","16704","25948","DC","2016-02-01"
"Trail or Shared Use Path","8339","5568","8339","DC","2016-02-01"
"Minor Arterial","52417","17832","51990","DC","2016-03-01"
"Trail or Shared Use Path","16502","5944","16325","DC","2016-03-01"
"Minor Arterial","49379","17280","49379","DC","2016-04-01"
"Trail or Shared Use Path","15841","5760","15841","DC","2016-04-01"
"Minor Arterial","51966","17856","51966","DC","2016-05-01"
"Trail or Shared Use Path","16528","5952","16528","DC","2016-05-01"
"Minor Arterial","66537","17280","66537","DC","2016-06-01"
"Trail or Shared Use Path","22976","5760","22976","DC","2016-06-01"
"Minor Arterial","59470","17856","59470","DC","2016-07-01"
"Trail or Shared Use Path","20344","5952","20344","DC","2016-07-01"
"Minor Arterial","64352","17856","64352","DC","2016-08-01"
"Trail or Shared Use Path","22312","5952","22312","DC","2016-08-01"
"Minor Arterial","59686","17280","59686","DC","2016-09-01"
"Trail or Shared Use Path","8120","2304","8120","DC","2016-09-01"
"Major Collector","2126","2721","2126","DC","2016-10-01"
"Minor Arterial","66833","23076","66833","DC","2016-10-01"
"Trail or Shared Use Path","19994","5528","19994","DC","2016-10-01"
"Major Collector","1846","2872","1846","DC","2016-11-01"
"Minor Arterial","54079","25848","54079","DC","2016-11-01"
"Trail or Shared Use Path","20947","5744","20947","DC","2016-11-01"
"Major Collector","951","2976","951","DC","2016-12-01"
"Minor Arterial","46832","37152","46832","DC","2016-12-01"
"Trail or Shared Use Path","10033","5952","10033","DC","2016-12-01"
"Major Collector","3713","2976","3713","DC","2017-01-01"
"Minor Arterial","55490","38688","55490","DC","2017-01-01"
"Trail or Shared Use Path","10680","5952","10680","DC","2017-01-01"
"Major Collector","5681","2688","5681","DC","2017-02-01"
"Minor Arterial","65370","34944","65370","DC","2017-02-01"
"Trail or Shared Use Path","13300","5376","13300","DC","2017-02-01"
"Major Collector","5281","2972","5218","DC","2017-03-01"
"Minor Arterial","79844","38636","78892","DC","2017-03-01"
"Trail or Shared Use Path","13152","5944","12987","DC","2017-03-01"
"Major Collector","7385","2880","7385","DC","2017-04-01"
"Minor Arterial","99357","37440","99357","DC","2017-04-01"
"Trail or Shared Use Path","20597","5760","20597","DC","2017-04-01"
"Major Collector","6517","2976","6517","DC","2017-05-01"
"Minor Arterial","104255","38688","104255","DC","2017-05-01"
"Trail or Shared Use Path","21492","5952","21492","DC","2017-05-01"
"Major Collector","4366","2880","4366","DC","2017-06-01"
"Minor Arterial","115071","37440","115071","DC","2017-06-01"
"Trail or Shared Use Path","23908","5760","23908","DC","2017-06-01"
"Major Collector","3251","2976","3251","DC","2017-07-01"
"Minor Arterial","96180","38688","96180","DC","2017-07-01"
"Trail or Shared Use Path","20414","5952","20414","DC","2017-07-01"
"Major Collector","5818","2976","5818","DC","2017-08-01"
"Minor Arterial","107423","38688","107423","DC","2017-08-01"
"Trail or Shared Use Path","27565","6633","27565","DC","2017-08-01"
"Major Collector","7847","2880","7847","DC","2017-09-01"
"Minor Arterial","102472","31872","102472","DC","2017-09-01"
"Trail or Shared Use Path","46674","6478","46674","DC","2017-09-01"
"Major Collector","6650","1900","6650","DC","2017-10-01"
"Minor Arterial","120034","32669","120034","DC","2017-10-01"
"Trail or Shared Use Path","49969","16134","49969","DC","2017-10-01"
"Major Collector","7095","2872","7095","DC","2017-11-01"
"Minor Arterial","98030","31592","98030","DC","2017-11-01"
"Trail or Shared Use Path","25278","17384","25278","DC","2017-11-01"
"Major Collector","4463","2976","4463","DC","2017-12-01"
"Minor Arterial","75335","36736","75335","DC","2017-12-01"
"Trail or Shared Use Path","22906","18469","22906","DC","2017-12-01"
"Major Collector","4009","2976","4009","DC","2018-01-01"
"Minor Arterial","72199","38464","72199","DC","2018-01-01"
"Trail or Shared Use Path","22547","18598","22547","DC","2018-01-01"
"Major Collector","4438","2688","4438","DC","2018-02-01"
"Minor Arterial","82088","34828","82088","DC","2018-02-01"
"Trail or Shared Use Path","24887","18524","24887","DC","2018-02-01"
"Major Collector","4708","2972","4592","DC","2018-03-01"
"Minor Arterial","61695","34188","60451","DC","2018-03-01"
"Trail or Shared Use Path","43369","42349","41487","DC","2018-03-01"
"Major Collector","6785","2880","6785","DC","2018-04-01"
"Minor Arterial","63634","31640","63634","DC","2018-04-01"
"Trail or Shared Use Path","66559","40576","66559","DC","2018-04-01"
"Major Collector","8224","2976","8224","DC","2018-05-01"
"Minor Arterial","73113","32736","73113","DC","2018-05-01"
"Trail or Shared Use Path","86007","42406","86007","DC","2018-05-01"
"Major Collector","8455","2880","8455","DC","2018-06-01"
"Minor Arterial","82044","31680","82044","DC","2018-06-01"
"Trail or Shared Use Path","94450","41038","94450","DC","2018-06-01"
"Major Collector","10526","3896","10526","DC","2018-07-01"
"Minor Arterial","70380","32736","70380","DC","2018-07-01"
"Trail or Shared Use Path","100034","45908","100034","DC","2018-07-01"
"Major Collector","36240","8504","36240","DC","2018-08-01"
"Minor Arterial","73578","34082","73578","DC","2018-08-01"
"Trail or Shared Use Path","74160","38773","74160","DC","2018-08-01"
"Major Collector","7638","3416","7638","DC","2018-09-01"
"Minor Arterial","61390","37440","61390","DC","2018-09-01"
"Trail or Shared Use Path","51916","41038","51916","DC","2018-09-01"
"Major Collector","9733","4048","9733","DC","2018-10-01"
"Minor Arterial","71718","38688","71718","DC","2018-10-01"
"Trail or Shared Use Path","41704","42406","41704","DC","2018-10-01"
"Major Collector","4901","2872","4901","DC","2018-11-01"
"Minor Arterial","51774","37213","51774","DC","2018-11-01"
"Trail or Shared Use Path","20063","40511","20063","DC","2018-11-01"
"Major Collector","3602","2976","3602","DC","2018-12-01"
"Minor Arterial","97967","38380","97967","DC","2018-12-01"
"Trail or Shared Use Path","19274","47897","19274","DC","2018-12-01"
"Major Collector","3491","2976","3491","DC","2019-01-01"
"Minor Arterial","30661","36576","30661","DC","2019-01-01"
"Trail or Shared Use Path","19743","48360","19743","DC","2019-01-01"
"Major Collector","3847","2688","3847","DC","2019-02-01"
"Minor Arterial","31986","32256","31986","DC","2019-02-01"
"Trail or Shared Use Path","29342","43680","29342","DC","2019-02-01"
"Major Collector","5539","2972","5432","DC","2019-03-01"
"Minor Arterial","41028","35664","40138","DC","2019-03-01"
"Trail or Shared Use Path","46355","48108","44326","DC","2019-03-01"
"Major Collector","7808","2880","7808","DC","2019-04-01"
"Minor Arterial","52454","35020","52454","DC","2019-04-01"
"Trail or Shared Use Path","60318","51186","60318","DC","2019-04-01"
"Major Collector","8113","2976","8113","DC","2019-05-01"
"Minor Arterial","53055","38688","53055","DC","2019-05-01"
"Trail or Shared Use Path","66755","54310","66755","DC","2019-05-01"
"Major Collector","2456","864","2456","DC","2019-06-01"
"Minor Arterial","50716","34728","50716","DC","2019-06-01"
"Trail or Shared Use Path","135472","53324","135472","DC","2019-06-01"
"Major Collector","1846","653","1846","DC","2019-07-01"
"Minor Arterial","63169","36172","63169","DC","2019-07-01"
"Trail or Shared Use Path","153711","55851","153711","DC","2019-07-01"
"Major Collector","7977","3156","7977","DC","2019-08-01"
"Minor Arterial","111064","38640","111064","DC","2019-08-01"
"Trail or Shared Use Path","210551","55509","210551","DC","2019-08-01"
"Major Collector","32494","8640","32494","DC","2019-09-01"
"Minor Arterial","123928","37440","123928","DC","2019-09-01"
"Trail or Shared Use Path","209927","54100","209927","DC","2019-09-01"
"Major Collector","29899","8928","29899","DC","2019-10-01"
"Minor Arterial","122342","38688","122342","DC","2019-10-01"
"Trail or Shared Use Path","200379","56136","200379","DC","2019-10-01"
"Major Collector","20736","8616","20736","DC","2019-11-01"
"Minor Arterial","84124","37336","84124","DC","2019-11-01"
"Trail or Shared Use Path","155783","50363","155783","DC","2019-11-01"
"Major Collector","13839","8928","13839","DC","2019-12-01"
"Minor Arterial","57489","33230","57489","DC","2019-12-01"
"Trail or Shared Use Path","98423","52932","98423","DC","2019-12-01"
"Major Collector","18673","8928","18673","DC","2020-01-01"
"Minor Arterial","73207","31502","73207","DC","2020-01-01"
"Trail or Shared Use Path","99193","45678","99193","DC","2020-01-01"
"Major Collector","15702","8352","15702","DC","2020-02-01"
"Minor Arterial","69011","25440","69011","DC","2020-02-01"
"Trail or Shared Use Path","91782","41295","91782","DC","2020-02-01"
"Major Collector","21496","8916","20926","DC","2020-03-01"
"Minor Arterial","69434","26748","67522","DC","2020-03-01"
"Trail or Shared Use Path","142340","41368","133920","DC","2020-03-01"
"Major Collector","14505","8640","14505","DC","2020-04-01"
"Minor Arterial","37385","25920","37385","DC","2020-04-01"
"Trail or Shared Use Path","115644","35059","115644","DC","2020-04-01"
"Major Collector","22482","8928","22482","DC","2020-05-01"
"Minor Arterial","50990","26784","50990","DC","2020-05-01"
"Trail or Shared Use Path","186665","31409","186665","DC","2020-05-01"
"Major Collector","24962","8640","24962","DC","2020-06-01"
"Minor Arterial","54830","25920","54830","DC","2020-06-01"
"Trail or Shared Use Path","109463","29527","109463","DC","2020-06-01"
