"start_time","flow_type","volume","segment_area_id","segment_name","state","city","functional_classification"
"2021-06-01","bike","449",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-06-01","ped","423",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-07-01","bike","414",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-07-01","ped","404",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-08-01","ped","353",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-08-01","bike","374",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-09-01","ped","893",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-09-01","bike","504",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-10-01","ped","1596",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-10-01","bike","379",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-11-01","bike","318",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-11-01","ped","1134",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-12-01","ped","955",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2021-12-01","bike","284",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-01-01","bike","222",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-01-01","ped","520",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-02-01","ped","906",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-02-01","bike","270",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-03-01","bike","356",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-03-01","ped","1633",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-04-01","bike","1255",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-04-01","ped","1947",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-05-01","ped","1165",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-05-01","bike","1621",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-06-01","bike","1778",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-06-01","ped","2634",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-07-01","bike","1701",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-07-01","ped","2839",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-08-01","ped","1091",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-08-01","bike","1747",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-09-01","ped","1817",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-09-01","bike","1778",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-10-01","bike","1393",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-10-01","ped","760",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-11-01","bike","1148",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-11-01","ped","808",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-12-01","bike","818",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2022-12-01","ped","579",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-01-01","bike","956",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-01-01","ped","732",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-02-01","bike","993",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-02-01","ped","852",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-03-01","ped","1390",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-03-01","bike","1277",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-04-01","bike","1614",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-04-01","ped","1461",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-05-01","ped","1420",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-05-01","bike","1788",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-06-01","bike","1589",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-06-01","ped","1277",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-07-01","ped","1514",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-07-01","bike","1627",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-08-01","bike","1679",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-08-01","ped","1660",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-09-01","ped","1374",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-09-01","bike","1573",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-10-01","ped","1479",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-10-01","bike","1534",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-11-01","bike","1142",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-11-01","ped","896",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-12-01","ped","675",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2023-12-01","bike","828",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2024-01-01","ped","640",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2024-01-01","bike","772",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2024-02-01","ped","910",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2024-02-01","bike","966",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2024-03-01","bike","1351",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2024-03-01","ped","1545",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2024-04-01","ped","2594",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2024-04-01","bike","1495",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2024-05-01","bike","1450",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2024-05-01","ped","1371",1744,"Arlington Memorial Bridge","VA","Arlington","Principal Arterial - Other"
"2019-01-01","ped","413",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-01-01","bike","352",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-02-01","ped","450",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-02-01","bike","481",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-03-01","ped","494",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-03-01","bike","722",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-04-01","ped","592",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-04-01","bike","1146",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-05-01","bike","1292",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-05-01","ped","573",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-06-01","ped","571",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-06-01","bike","1356",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-07-01","bike","1233",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-07-01","ped","386",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-08-01","ped","520",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-08-01","bike","1259",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-09-01","bike","1381",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-09-01","ped","610",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-10-01","ped","602",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-10-01","bike","1040",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-11-01","bike","848",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-11-01","ped","379",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-12-01","ped","277",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-12-01","bike","529",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-01-01","bike","739",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-01-01","ped","371",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-02-01","bike","671",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-02-01","ped","375",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-03-01","ped","643",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-03-01","bike","1336",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-04-01","ped","661",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-04-01","bike","1296",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-05-01","bike","1800",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-05-01","ped","698",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-06-01","bike","2036",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-06-01","ped","665",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-07-01","bike","1779",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-07-01","ped","489",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-08-01","ped","489",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-08-01","bike","1669",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-09-01","bike","1663",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-09-01","ped","600",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-10-01","bike","1319",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-10-01","ped","528",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-11-01","ped","452",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2020-11-01","bike","1177",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-05-01","bike","1351",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-05-01","ped","78",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-06-01","bike","1377",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-06-01","ped","0",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-07-01","ped","196",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-07-01","bike","1375",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-08-01","ped","226",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-08-01","bike","1158",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-09-01","ped","403",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-09-01","bike","1462",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-10-01","bike","1160",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-10-01","ped","394",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-11-01","ped","322",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-11-01","bike","731",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-12-01","bike","618",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2021-12-01","ped","100",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-01-01","ped","90",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-01-01","bike","209",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-02-01","bike","505",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-02-01","ped","274",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-03-01","bike","802",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-03-01","ped","293",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-04-01","bike","1013",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-04-01","ped","342",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-05-01","bike","1179",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-05-01","ped","407",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-06-01","ped","525",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-06-01","bike","1417",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-07-01","ped","381",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-07-01","bike","1263",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-08-01","bike","1293",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-09-01","ped","605",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-09-01","bike","1296",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-10-01","bike","929",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-10-01","ped","548",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-11-01","ped","441",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-11-01","bike","760",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-12-01","bike","369",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2022-12-01","ped","317",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-01-01","bike","557",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-01-01","ped","429",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-02-01","bike","621",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-02-01","ped","450",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-03-01","bike","716",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-03-01","ped","471",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-04-01","bike","1103",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-04-01","ped","507",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-05-01","ped","594",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-05-01","bike","1309",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-06-01","bike","1182",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-06-01","ped","534",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-07-01","bike","1195",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-07-01","ped","502",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-08-01","bike","1201",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-08-01","ped","596",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-09-01","bike","1153",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-09-01","ped","508",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-10-01","bike","1061",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-10-01","ped","567",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-11-01","ped","468",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-11-01","bike","719",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-12-01","ped","441",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2023-12-01","bike","450",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2024-01-01","ped","366",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2024-01-01","bike","348",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2024-02-01","bike","550",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2024-02-01","ped","467",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2024-03-01","ped","420",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2024-03-01","bike","569",1752,"Capital Crescent Trail #2 @ Dalecarlia","MD","Bethesda","Trail or Shared Use Path"
"2019-01-01","bike","254",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2019-02-01","bike","306",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2019-03-01","bike","495",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2019-04-01","bike","852",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2019-05-01","bike","928",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2019-06-01","bike","1039",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2019-07-01","bike","932",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2019-08-01","bike","976",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2019-09-01","bike","984",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2019-10-01","bike","715",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2019-11-01","bike","423",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2019-12-01","bike","293",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-01-01","bike","396",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-02-01","bike","462",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-03-01","bike","924",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-04-01","bike","816",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-05-01","bike","1192",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-06-01","bike","1401",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-07-01","bike","1264",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-08-01","bike","1199",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-09-01","bike","1212",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-10-01","bike","912",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-11-01","bike","779",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2020-12-01","bike","386",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-01-01","bike","334",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-02-01","bike","218",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-03-01","bike","630",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-04-01","bike","666",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-05-01","bike","675",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-06-01","bike","707",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-07-01","bike","737",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-08-01","bike","624",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-09-01","bike","749",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-10-01","bike","585",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-11-01","bike","359",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2021-12-01","bike","290",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-01-01","bike","103",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-02-01","bike","243",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-03-01","bike","378",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-04-01","bike","495",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-05-01","bike","567",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-06-01","bike","737",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-07-01","bike","663",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-08-01","bike","689",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-09-01","bike","671",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-10-01","bike","442",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-11-01","bike","356",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2022-12-01","bike","176",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2023-01-01","bike","247",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
"2023-02-01","bike","273",1753,"Capital Crescent Trail #1@ Bethesda Ave","MD","Bethesda","Trail or Shared Use Path"
